dataset_version,trajectory_id,trajectory_seed,thermal_regime,split,timestamp,time_h,tempC,RH,shockG,ambientC,packaging_index,rh_transient_per_h,k_ref_per_h,ea_over_r_kelvin,mechanistic_quality_fraction,latent_quality_fraction,observed_quality_fraction,latent_correction_fraction
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T09:00:00,3,6.61930827589,92.4391481857,0.000637843803348,19.9777211708,0.348551761717,1.76305936831,0.00204424450416,9154.86702361,0.998981894639,0.999024080646,1,4.21860064519e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T09:15:00,3.25,6.51252015791,92.7479789127,0.0246754358579,19.8801489094,0.348551761717,1.23532290802,0.00204424450416,9154.86702361,0.99880603234,0.998856873621,0.999502667586,5.08412809198e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T09:30:00,3.5,6.72341499455,92.7743823841,0.00890789542803,20.0917013972,0.348551761717,0.105613885651,0.00204424450416,9154.86702361,0.998618018393,0.99867811263,0.999360108413,6.00942373298e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T09:45:00,3.75,6.31548482575,92.8989538364,0.0300976016549,19.6758678579,0.348551761717,0.498285809416,0.00204424450416,9154.86702361,0.998421593675,0.998491223235,0.999628371165,6.96295599939e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T10:00:00,4,6.74767004817,92.068105817,0.0115315241966,20.0916225317,0.348551761717,3.32339207762,0.00204424450416,9154.86702361,0.998214825552,0.998293012695,1,7.81871431492e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T10:15:00,4.25,6.41843492586,91.1190260554,0.0277032131901,19.7375000407,0.348551761717,3.79631904669,0.00204424450416,9154.86702361,0.997997261098,0.998083271684,0.99774915446,8.60105856813e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T10:30:00,4.5,6.19941841929,94.0977282714,0.0224379526042,19.4852459169,0.348551761717,11.9148088643,0.00204424450416,9154.86702361,0.997776806697,0.997866114766,0.999459112159,8.93080693029e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T10:45:00,4.75,7.25608585441,91.628669612,0.0303139536223,20.5004678149,0.348551761717,9.87623463775,0.00204424450416,9154.86702361,0.997535657061,0.997625414368,0.997137537374,8.97573067128e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T11:00:00,5,6.41369876515,91.1042379652,0.0074996041682,19.6086047448,0.348551761717,2.09772658705,0.00204424450416,9154.86702361,0.997282916443,0.997379522156,0.99499566194,9.66057126169e-05
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T11:15:00,5.25,6.80688032,91.0535987871,0.0251473593837,19.9444917387,0.348551761717,0.202556712612,0.00204424450416,9154.86702361,0.997028091413,0.997136852215,0.997398502973,0.000108760801915
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T11:30:00,5.5,6.6982931724,92.1563737269,0.0145913453616,19.7710367942,0.348551761717,4.4110997594,0.00204424450416,9154.86702361,0.99676004587,0.996879677155,0.996513681882,0.000119631285423
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T11:45:00,5.75,7.12326944056,91.1588508999,0.0117497232066,20.1238498035,0.348551761717,3.99009130791,0.00204424450416,9154.86702361,0.996478403064,0.996608853832,0.996407420294,0.000130450767985
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T12:00:00,6,6.90978924379,92.558170325,0.0075842515607,19.8312198999,0.348551761717,5.59727770036,0.00204424450416,9154.86702361,0.996184720885,0.99632657202,0.999324454564,0.000141851134953
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T12:15:00,6.25,7.39668451599,89.8649574302,0.0175660686103,20.2323179485,0.348551761717,10.7728515794,0.00204424450416,9154.86702361,0.995878409806,0.996027432421,0.996120491165,0.000149022614734
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T12:30:00,6.5,7.31507735795,90.8039289043,0.029776756588,20.0586334471,0.348551761717,3.7558858966,0.00204424450416,9154.86702361,0.995557101823,0.995712010838,0.995928659584,0.00015490901562
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T12:45:00,6.75,6.762174821,90.1128384239,0.0153039880641,19.4077677363,0.348551761717,2.76436192178,0.00204424450416,9154.86702361,0.995239648732,0.995405600006,0.996538984857,0.000165951274355
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T13:00:00,7,6.66730921061,90.2942965798,0.00411524677653,19.2094726149,0.348551761717,0.725832623562,0.00204424450416,9154.86702361,0.994926903671,0.995108617305,0.995648603801,0.000181713634122
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T13:15:00,7.25,7.19971337032,88.7068099876,0.0231848388846,19.6334238275,0.348551761717,6.34994636882,0.00204424450416,9154.86702361,0.994599320463,0.994794311697,0.994793688654,0.000194991233856
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T13:30:00,7.5,7.15101444731,88.1491830256,0.0206385756922,19.4717129333,0.348551761717,2.23050784795,0.00204424450416,9154.86702361,0.994255915476,0.994461637049,0.995510245103,0.000205721572757
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T13:45:00,7.75,6.96627016271,87.4992132919,0.000265306575864,19.1698815883,0.348551761717,2.59987893486,0.00204424450416,9154.86702361,0.993910675711,0.994132708886,0.992121293083,0.000222033175056
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T14:00:00,8,6.46119387863,89.0400225877,0.00947190425328,18.5441445393,0.348551761717,6.1632371835,0.00204424450416,9154.86702361,0.993572303958,0.993809221559,0.992554650869,0.000236917601079
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T14:15:00,8.25,6.53235916604,87.7442889427,0.0168939278145,18.491592045,0.348551761717,5.18293458018,0.00204424450416,9154.86702361,0.993236196633,0.993484075024,0.993984502645,0.000247878390827
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T14:30:00,8.5,6.91059588454,88.7115659164,0.0158794356766,18.7435837438,0.348551761717,3.86910789479,0.00204424450416,9154.86702361,0.992885124533,0.993145134886,0.990964273065,0.000260010352774
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T14:45:00,8.75,6.9422626837,88.7853592264,0.0109020689371,18.6470188856,0.348551761717,0.295173240015,0.00204424450416,9154.86702361,0.992519044632,0.992795976389,0.991233023011,0.000276931756211
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T15:00:00,9,7.00666429988,86.947038457,0.00805329431389,18.5817513146,0.348551761717,7.35328307774,0.00204424450416,9154.86702361,0.992145587843,0.992438406378,0.988725882843,0.000292818535274
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T15:15:00,9.25,6.36305151025,87.8760038451,0.026767665218,17.8075870712,0.348551761717,3.71586155258,0.00204424450416,9154.86702361,0.99177925248,0.9920829938,0.993105257088,0.00030374132009
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T15:30:00,9.5,6.49054575909,87.5225915698,0.0465233543569,17.8042066411,0.348551761717,1.41364910117,0.00204424450416,9154.86702361,0.991418266444,0.991731536385,0.991994513971,0.000313269940958
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T15:45:00,9.75,6.7369779078,84.5434366981,0.0194368081832,17.9200013112,0.348551761717,11.9166194867,0.00204424450416,9154.86702361,0.991045251183,0.991363439866,0.992439292443,0.000318188683525
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T16:00:00,10,6.88503426644,85.4547203061,0.0190433705829,17.9382168012,0.348551761717,3.64513443205,0.00204424450416,9154.86702361,0.990659068737,0.990984827401,0.99163840185,0.000325758663717
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T16:15:00,10.25,6.44131608167,87.2411114037,0.026940349849,17.3660103564,0.348551761717,7.14556439034,0.00204424450416,9154.86702361,0.990273369149,0.990609150166,0.992137912085,0.000335781016942
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T16:30:00,10.5,6.15133251929,86.0773153845,0.0179398165233,16.949441349,0.348551761717,4.6551840769,0.00204424450416,9154.86702361,0.989898896393,0.990243828188,0.988247446576,0.000344931794576
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T16:45:00,10.75,6.48212638023,85.3481222426,0.02975269839,17.1560946382,0.348551761717,2.91677256746,0.00204424450416,9154.86702361,0.989519613257,0.989876512676,0.991150881695,0.00035689941892
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T17:00:00,11,6.08687960526,84.1772563047,0.022068843184,16.6396837539,0.348551761717,4.68346375174,0.00204424450416,9154.86702361,0.989137991312,0.989506295884,0.99373944777,0.00036830457246
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T17:15:00,11.25,6.39960334503,84.9780358138,0.0188555582352,16.8347386899,0.348551761717,3.20311803649,0.00204424450416,9154.86702361,0.988753976235,0.989135160699,0.987272914163,0.000381184464405
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T17:30:00,11.5,5.99664852672,85.828576021,0.0223317579092,16.3181142493,0.348551761717,3.40216082865,0.00204424450416,9154.86702361,0.988367073712,0.988762147582,0.99157292696,0.000395073869935
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T17:45:00,11.75,5.91204806115,83.9949310064,0.0193830138723,16.1243300938,0.348551761717,7.33458005817,0.00204424450416,9154.86702361,0.987987423934,0.988393007428,0.989820342556,0.000405583493779
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T18:00:00,12,5.9398731567,83.350583052,0.0252830486477,16.047924973,0.348551761717,2.5773918177,0.00204424450416,9154.86702361,0.98760607295,0.988022382991,0.985446017605,0.000416310040801
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T18:15:00,12.25,5.74350327027,83.8949903978,0.0111744224682,15.7527246736,0.348551761717,2.17762938304,0.00204424450416,9154.86702361,0.987224714718,0.987656752049,0.986448498387,0.000432037330826
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T18:30:00,12.5,5.52521132759,84.1856637125,0.0102034068461,15.4414253284,0.348551761717,1.1626932587,0.00204424450416,9154.86702361,0.986848592447,0.987299316197,0.987468316762,0.000450723750153
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T18:45:00,12.75,5.29020419041,83.6970735347,0.0207490135438,15.119632071,0.348551761717,1.95436071115,0.00204424450416,9154.86702361,0.986478996898,0.986946886009,0.98571453025,0.000467889110722
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T19:00:00,13,5.58207521438,82.9764910461,0.00995321615049,15.3313098887,0.348551761717,2.88232995441,0.00204424450416,9154.86702361,0.986105225649,0.986589275835,0.988381388174,0.000484050185438
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T19:15:00,13.25,5.90454283184,82.9092046163,0.0242110651217,15.5805206133,0.348551761717,0.269145719012,0.00204424450416,9154.86702361,0.985714554591,0.986216231547,0.987298169263,0.000501676956413
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T19:30:00,13.5,5.10500872507,84.1203552476,0.0314708727564,14.7149796245,0.348551761717,4.84460252517,0.00204424450416,9154.86702361,0.985330983563,0.985845342406,0.983432574317,0.000514358842532
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T19:45:00,13.75,5.41651204394,83.6434646199,0.0196672619803,14.9680087236,0.348551761717,1.90756251095,0.00204424450416,9154.86702361,0.98495489735,0.985481154928,0.983755736197,0.000526257578255
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T20:00:00,14,5.36114455197,84.407455955,0.0283309897408,14.8619500698,0.348551761717,3.05596534039,0.00204424450416,9154.86702361,0.984569867419,0.985110099462,0.984526793584,0.000540232043075
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T20:15:00,14.25,5.26460450012,82.6322206992,0.0240009902505,14.7227189815,0.348551761717,7.10094102326,0.00204424450416,9154.86702361,0.98418566772,0.984735324672,0.985587033341,0.000549656951501
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T20:30:00,14.5,5.38814890189,85.2928864623,0.0230321635251,14.8117552816,0.348551761717,10.6426630527,0.00204424450416,9154.86702361,0.983797553466,0.984351754048,0.986038324002,0.000554200581146
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T20:45:00,14.75,5.1975943115,85.1646327833,0.0118328787168,14.5950232934,0.348551761717,0.513014716231,0.00204424450416,9154.86702361,0.983407076529,0.983972745725,0.985924462675,0.000565669195891
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T21:00:00,15,5.07490144604,84.2324206457,0.0088814279353,14.4545958295,0.348551761717,3.72884855023,0.00204424450416,9154.86702361,0.98302140735,0.98360562279,0.980276963863,0.000584215439633
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T21:15:00,15.25,5.08583746812,84.451749913,0.0129666845711,14.456315995,0.348551761717,0.877317069293,0.00204424450416,9154.86702361,0.982635864315,0.983238178902,0.980796829803,0.000602314586495
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T21:30:00,15.5,4.96512066727,86.3258552455,0.0304194753364,14.334941543,0.348551761717,7.49642132996,0.00204424450416,9154.86702361,0.982249359049,0.982863814643,0.98336523496,0.000614455594444
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T21:45:00,15.75,4.49361195335,85.6453421768,0.0216636802488,13.8713361995,0.348551761717,2.72205227488,0.00204424450416,9154.86702361,0.981873221612,0.982496867525,0.981742808662,0.000623645913198
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T22:00:00,16,5.09386339236,86.9486204279,0.0266674036797,14.4880181872,0.348551761717,5.21311300444,0.00204424450416,9154.86702361,0.981491495413,0.982126716867,0.983053611207,0.000635221453569
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T22:15:00,16.25,4.90349869403,87.0682729813,0.0243776547016,14.3225408576,0.348551761717,0.478610213555,0.00204424450416,9154.86702361,0.981097343662,0.981745810305,0.981913660567,0.000648466642557
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T22:30:00,16.5,4.67068429,86.8890806382,0.0147124718858,14.1229640707,0.348551761717,0.716769372425,0.00204424450416,9154.86702361,0.98071060253,0.981377172265,0.980699467284,0.000666569735072
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T22:45:00,16.75,4.66380006591,87.7909807935,0.0305993701788,14.1575253837,0.348551761717,3.60760062105,0.00204424450416,9154.86702361,0.980326743775,0.981008061045,0.983695925522,0.000681317269278
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T23:00:00,17,4.76025839639,88.4437778452,0.0103840685053,14.3034596951,0.348551761717,2.61118820677,0.00204424450416,9154.86702361,0.979937962921,0.980633441238,0.980128081057,0.000695478316872
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T23:15:00,17.25,4.0446109337,87.5420957825,0.0714740629174,13.6451067934,0.348551761717,3.60672825069,0.00204424450416,9154.86702361,0.979561166718,0.980264381001,0.979873682464,0.000703214283371
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T23:30:00,17.5,5.12557499435,88.4864413871,0.156344519612,14.7909386509,0.348551761717,3.77738241836,0.00204424450416,9154.86702361,0.979173945192,0.979861369504,0.98011033117,0.000687424311592
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-10T23:45:00,17.75,4.85438789067,88.3480319682,0.15469765334,14.5919148061,0.348551761717,0.553637675484,0.00204424450416,9154.86702361,0.978765151406,0.979424191703,0.979208333803,0.000659040296774
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T00:00:00,18,4.56058562149,89.8041614228,0.10674556546,14.3772622438,0.348551761717,5.82451781824,0.00204424450416,9154.86702361,0.978367186358,0.979005253637,0.98007978048,0.000638067279177
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T00:15:00,18.25,4.59889316224,88.2617842229,0.0136125046012,14.5013670081,0.348551761717,6.16950879955,0.00204424450416,9154.86702361,0.977973217491,0.978608856414,0.978250729602,0.000635638922513
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T00:30:00,18.5,4.65250244396,89.2586914673,0.0188159227993,14.6470536331,0.348551761717,3.98762897791,0.00204424450416,9154.86702361,0.97757531884,0.97822375675,0.979831864983,0.000648437910118
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T00:45:00,18.75,4.56419319752,90.4749392832,0.0223566984114,14.6567075606,0.348551761717,4.86499126359,0.00204424450416,9154.86702361,0.977175381048,0.977836334297,0.979766877429,0.000660953249522
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T01:00:00,19,4.21327639428,91.0511267593,0.0163578907298,14.4092202684,0.348551761717,2.30474990418,0.00204424450416,9154.86702361,0.976783148767,0.977458019847,0.97709659272,0.000674871080295
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T01:15:00,19.25,4.93115908465,90.5657492361,0.0237061358466,15.2355559059,0.348551761717,1.94151009261,0.00204424450416,9154.86702361,0.976380354424,0.977071568414,0.976985187418,0.000691213990652
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T01:30:00,19.5,4.37855779749,91.0957756225,0.0122740953548,14.7959665898,0.348551761717,2.12010554541,0.00204424450416,9154.86702361,0.975971708405,0.976680280314,0.976749868571,0.000708571908802
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T01:45:00,19.75,5.2772109648,92.8553389014,0.022309391729,15.8117068176,0.348551761717,7.03825311561,0.00204424450416,9154.86702361,0.975551752034,0.976274262611,0.97588377455,0.000722510576655
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T02:00:00,20,4.78235458685,91.5634238231,0.0202514510752,15.4375112046,0.348551761717,5.16766031313,0.00204424450416,9154.86702361,0.975119557243,0.97585250904,0.976756540297,0.000732951797066
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T02:15:00,20.25,4.82369153194,92.4755301721,0.0172772734644,15.6025659313,0.348551761717,3.64842539601,0.00204424450416,9154.86702361,0.974697183159,0.975443941833,0.973718621736,0.000746758673678
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T02:30:00,20.5,4.72957088785,92.5938970352,0.00318592207917,15.634690307,0.348551761717,0.473467452199,0.00204424450416,9154.86702361,0.974273930027,0.975041102122,0.972699865107,0.000767172094196
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T02:45:00,20.75,5.16436531796,93.9296161875,0.0181936324707,16.1977163944,0.348551761717,5.34287660922,0.00204424450416,9154.86702361,0.973839652297,0.974626205749,0.973339349962,0.000786553452275
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T03:00:00,21,4.91054316642,92.4286620777,0.0138607113668,16.0735634301,0.348551761717,6.00381643903,0.00204424450416,9154.86702361,0.973399029106,0.974198736542,0.974277496889,0.000799707435613
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T03:15:00,21.25,5.1388766864,91.3414528961,0.0158672836041,16.4324484038,0.348551761717,4.34883672629,0.00204424450416,9154.86702361,0.972958519846,0.97377261716,0.973679184357,0.000814097314365
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T03:30:00,21.5,5.4827316569,91.5593181727,0.0135417187158,16.9071780532,0.348551761717,0.871461106359,0.00204424450416,9154.86702361,0.97250153746,0.973335125168,0.972051699514,0.000833587708713
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T03:45:00,21.75,6.01051611202,91.563707688,0.00423774786571,17.565599987,0.348551761717,0.0175580611817,0.00204424450416,9154.86702361,0.972018580294,0.972878870429,0.973076891484,0.000860290135133
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T04:00:00,22,5.36614968304,92.9234775638,0.0202173524859,17.0510744266,0.348551761717,5.43907950295,0.00204424450416,9154.86702361,0.97153653262,0.972418055315,0.970094698799,0.000881522695224
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T04:15:00,22.25,5.45445291476,93.7446025903,0.00110282522137,17.2678659184,0.348551761717,3.28450010613,0.00204424450416,9154.86702361,0.9710673429,0.971967148016,0.970745375629,0.000899805116137
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T04:30:00,22.5,5.25123897905,93.4803224187,0.0105678532609,17.1912374277,0.348551761717,1.05712068625,0.00204424450416,9154.86702361,0.970599447099,0.971523115142,0.971984201416,0.000923668042874
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T04:45:00,22.75,5.45546555466,93.2650619716,0.0085029954349,17.519604575,0.348551761717,0.861041788423,0.00204424450416,9154.86702361,0.970130166184,0.971078595978,0.97146673012,0.000948429793803
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T05:00:00,23,5.7582647555,93.6382979259,0.0191076880235,17.9435678853,0.348551761717,1.49294381724,0.00204424450416,9154.86702361,0.969644967057,0.970617012021,0.970749110975,0.000972044963519
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T05:15:00,23.25,5.56876922476,92.6839976714,0.0159202696465,17.8717411583,0.348551761717,3.81720101804,0.00204424450416,9154.86702361,0.969155230519,0.970146945518,0.970499158938,0.000991714998836
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T05:30:00,23.5,5.91888687483,93.2111321558,0.0101384127372,18.3355284306,0.348551761717,2.10853793742,0.00204424450416,9154.86702361,0.968659495367,0.9696722311,0.97035886918,0.00101273573337
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T05:45:00,23.75,6.28325925236,90.9936722767,0.0111126499045,18.8090844981,0.348551761717,8.86983951631,0.00204424450416,9154.86702361,0.968141797105,0.969172401633,0.971831670772,0.00103060452795
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T06:00:00,24,6.05781835886,91.0499298114,0.012512563583,18.6878738209,0.348551761717,0.225030138892,0.00204424450416,9154.86702361,0.967619444084,0.968669486961,0.968213469136,0.00105004287758
synthetic_spoilage_residual_v1,trajectory_001,2019863662,cold_chain,train,2025-01-11T06:15:00,24.25,6.41566807889,89.1242263829,0.0173786747281,19.1445539539,0.348551761717,7.7028137142,0.00204424450416,9154.86702361,0.967092478699,0.968162033611,0.966668830211,0.00106955491228
